"Y/N - In fact, the extension can do a lot more than just observe. The extension is permitted to modify the container's metamodel and more.","Y"
"Y/N - In a WAR file the beans.xml needs to be placed inside the META-INF folder.","N"
"Y/N - In a WAR file the beans.xml needs to be placed inside the WEB-INF folder.","Y"
"Using which annotation is possible to provide type-safe injection?","qualifier"
"Y/N - It's possible to use @Produces in a instance variable.



 @Produces 

 @UserDataBase 

 @PersistenceContext(unitName='userDBUnit') 

private EntityManager entityManager;","Y"
"Y/N - It's possible to use qualifiers on events:



 @Inject 

  @Admin  

 private  Event   loggedInEvent; 

 
 

 //Consumer method from another class 

 public void afterLoggedIn( @Observes @Admin   LoggedInEvent event  ) {  

  ....","Y"
"When using the @_________ the managed bean will  not be scanned  by the cdi container. It can only be activated in  beans.xml .","Alternative"
"CDI Interceptors: 

 
 
 First  : Create an annotation class with the @___________ qualifier annotation.   Second  : Use the created annotation aside the @__________ annotation in the class declaration.   Third  : Uses @____________ in the methods that will act as interceptors.   Forth  : Declare in beans.xml with the    tags.   Fifth  : Annotate the target method/class with the annotation created in the first step.","InterceptorBinding,  Interceptor,  AroundInvoke,  interceptors"
"CDI Decorators: 
 
 
 First : Create a new class, can be an abstract one using the @__________ annotation and implementing the interface.  Second : Inject the original object by using @Inject, any qualifier and the @________ annotation.  Third : Declare in the beans.xml file using the   tag.","Decorate,Delegate,decorators"
"CDI Alternativies:  
 
 
 First : Create a new class using the @__________ annotation and implementing the interface. This will not enable the bean to be scanned.  Second : In order to enable the bean, declare in the  beans.xml  file using the   tag.","Alternative,alternativies"
"When you have  multiple annotations  being used in many classes you could create an annotation comprising  all  the annotations:



 @Secure 

 @Transaction 

 @RequestScoped 

 @Named 

 @_________ 

 public  @interface   BusinessComponent  {}","Stereotype"
