"After the first connection, the JBoss EJB client implementation will be aware of the cluster topology; therefore, it knows that the cluster has two nodes: NodeA and NodeB. When the invocation now arrives, it detects that the NodeA is down; so it uses a _______ to fetch a suitable node from among the cluster nodes.","selector"
"Y/N - There are 3 ways of using a Singleton in a clustered environment: - Use a JBoss proprietary solution that is deploying a clustered version of SingletonService, which exposes an HA-singleton of org.jboss.msc.service.Service. - Move the data of the Singleton to a persistence storage through JPA. - Use a distributed data cache such as Infinispan.","Y"
"____________ is a distributed data grid platform that exposes a JSR-107-compatible cache interface in which you can store data and enhance it by providing additional APIs and features (such as transactional cache, data eviction and expiration, asynchronous operations on the cache, and more).","Infinispan"
"Its primary interface is javax.cache._____, which is similar to the Java SE java.util.___________, with some modifications for distributed environments.","Cache,ConcurrentMap"
"javax.cache.Cache adds the ability to register, deregister, and list event listeners, and it defines a _________ interface for loading/storing cached data.","CacheLoader"
"Cache instances can be retrieved using an appropriate _________, which represents a collection of caches.","CacheManager"
"@Resource annotation bears a lookup attribute, which is  not included  in the default JDK implementation of the @javax.annotation.Resource annotation. In order to solve this issue and avoid a compilation problem, you need to copy the JAR file jboss-annotations-api_1.X_spec-1.X.X.Final.jar (contained in JBOSS_HOME/modules/javax/annotation/api/main) into JAVA_HOME/jre/lib/_________ of your JDK distribution.","endorsed"
"Y/N - Web application clustering involves two aspects: setting up an HTTP load balancer, and telling JBoss to make the application's user sessions HA.","Y"
" JBoss AS software load balancing solutions:  - Use Apache Tomcat's ______ to route your requests to your nodes. - Use Apache _______ that configures Apache to act as a proxy server and forwards requests to JBoss AS nodes. - Use JBoss' built-in solution _________ to achieve dynamic load balancing of your requests.","mod_jk,mod_proxy,mod_cluster"
"The advantage of using __________ against other options can be summarized in the following key points:  • Dynamic clustering configuration • Server-side pluggable load metrics • Lifecycle notifications of the application status","mod_cluster"
"When using a standard load balancer such as _______, you have to provide a static list of nodes that are used to spread the load. This is a very limiting factor, especially if you have to deliver upgrades to your configuration by adding or removing nodes or you simply need to upgrade releases used by single nodes. Besides this, using a flat cluster configuration can be tedious and prone to errors, especially if the number of cluster nodes is high.","mod_jk"
"When using __________, you can dynamically add or remove nodes to your cluster, because cluster nodes are discovered through an advertising mechanism.","mod_cluster"
"In which file the JBoss nodes are staticaly configured when using mod_jk load balancing?","workers.properties"
"What is the problem with flat large clusters? It's not scalable, the replication goes to each node. It's better to use an approach with domains to divide and conquer. In domain clusters, the replication is domain-specific. The downside is that if the domain runs out of nodes, the data session is lost.","Y"
"Y/N - Using  mod_jk , when a worker(node) is added or removed, we need to modify workers.properties or uriworkermap.properties on all httpd servers.","Y"
"Y/N - Using  mod_jk , when a worker(node) is added or removed, the files workers.properties or uriworkermap.properties are automatically updated on all httpd servers.","N"
"Y/N - Using  mod_cluster , workers register themselves with httpd server(s). No more  workers.properties .","Y"
"Y/N - Using  mod_jk , workers register themselves with httpd server(s). No more  workers.properties .","N"
"Y/N - Using  mod_cluster , changes in cluster topology are sent to the httpd server(s).","Y"
"Y/N - Using  mod_jk , changes in cluster topology are sent to the httpd server(s).","N"
"Y/N - Using  mod_cluster , deployed and undeployed webapps are automatically registered and un-registered with httpd. No more uriworkermap.properties","Y"
"Y/N - Using  mod_cluster , workers (nodes) send their load factors to httpd, so httpd can forward requests based on actual load.","Y"
"In order to support in-memory replication of HTTP session states, all servlets and JSP session data must be ___________.","serializable"
"If you set attributes in a session object with setAttribute, by default the object and its attributes are replicated using the _________ API.","Infinispan"
"Since the mod_cluster subsystem is configured by default to use ______ web sessions, all subsequent requests from the same client will be redirected to the same server node.","sticky"
"https://s3.amazonaws.com/classconnection/923/flashcards/7178923/png/clustering-flow-14BDADCC9CF0811F6DF.png","clustering flow"
"Y/N - Clustering selector","Y"
"https://s3.amazonaws.com/classconnection/923/flashcards/7178923/png/infinispan-14BDADDF5C564F63349.png","infinispan"
"https://s3.amazonaws.com/classconnection/923/flashcards/7178923/png/jboss-ejb3-14BDADE2E2C670DFD4E.png","jboss-ejb3.xml"
"https://s3.amazonaws.com/classconnection/923/flashcards/7178923/png/jboss-ejb-client-14BDADE62983A9D32D0.png","jboss-ejb-client.properties"
"https://s3.amazonaws.com/classconnection/923/flashcards/7178923/png/mod-cluster-14BDADEDDF474BE8D70.png","mod-cluster"
"https://s3.amazonaws.com/classconnection/923/flashcards/7178923/png/mod-cluster2-14BDADF1AFA3E9355E8.png","mod-cluster"
